,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,- V EUR,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR
118.,89 ,OBČINA PESNICA,"91.770,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","91.770,28 ","0,00 ","91.770,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","729.603,51 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","646.317,58 ","646.317,58 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","83.285,93 ","83.285,93 ","403.144,41 ","0,00 ","0,00 ","403.144,41 ","403.144,41 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.232,36 ","0,00 ","0,00 ","0,00 ","0,00 ","2.232,36 ","2.232,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.576.889,00 ","2.576.889,00 ","49.566,43 ","2.527.322,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.803.639,56 "
119.,90 ,OBČINA PIRAN,"1.533.472,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.505.649,20 ","0,00 ","1.505.649,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","27.823,76 ","27.823,76 ","4.709,04 ","4.709,04 ","4.709,04 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.345.623,32 ","0,00 ","0,00 ","0,00 ","48.066,00 ","48.066,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","958.581,34 ","958.581,34 ","0,00 ","0,00 ","0,00 ","49.705,43 ","49.705,43 ","4.248,00 ","4.248,00 ","285.022,55 ","285.022,55 ","1.278.084,67 ","0,00 ","0,00 ","1.195.807,14 ","1.195.807,14 ","0,00 ","0,00 ","0,00 ","0,00 ","82.277,53 ","82.277,53 ","182.401,66 ","0,00 ","0,00 ","0,00 ","0,00 ","20.892,00 ","20.892,00 ","161.509,66 ","161.509,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.162.384,94 ","21.064,57 ","21.064,57 ","533.796,69 ","533.796,69 ","0,00 ","0,00 ","607.523,68 ","607.523,68 ","639.946,48 ","639.946,48 ","48.033,46 ","591.913,02 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.146.623,07 "
120.,91 ,OBČINA PIVKA,"62.423,77 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","54.916,05 ","0,00 ","54.916,05 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.507,72 ","7.507,72 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","939.555,88 ","249.422,21 ","249.422,21 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","563.268,47 ","563.268,47 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","126.865,20 ","126.865,20 ","273.134,53 ","0,00 ","0,00 ","268.574,23 ","268.574,23 ","4.560,30 ","4.560,30 ","0,00 ","0,00 ","0,00 ","0,00 ","156.397,80 ","0,00 ","0,00 ","77.848,16 ","77.848,16 ","78.549,64 ","78.549,64 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.123.783,63 ","186.497,84 ","186.497,84 ","937.285,79 ","937.285,79 ","0,00 ","0,00 ","0,00 ","0,00 ","291.264,58 ","291.264,58 ","60.592,51 ","230.672,07 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.846.560,19 "
121.,92 ,OBČINA PODČETRTEK,"49.673,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","49.673,00 ","0,00 ","49.673,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.664.937,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.488.202,00 ","1.488.202,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.003,00 ","13.003,00 ","163.732,00 ","163.732,00 ","19.080,00 ","0,00 ","0,00 ","19.080,00 ","19.080,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","85.688,00 ","0,00 ","0,00 ","57.824,00 ","57.824,00 ","27.864,00 ","27.864,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","67.058,00 ","67.058,00 ","67.058,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","18.960,00 ","18.960,00 ","0,00 ","18.960,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.905.396,00 "
122.,172 ,OBČINA PODLEHNIK,"32.321,56 ","32.321,56 ","32.321,56 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","236.229,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","236.229,76 ","236.229,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","129.177,42 ","0,00 ","0,00 ","129.177,42 ","129.177,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","53.564,25 ","0,00 ","0,00 ","38.718,90 ","38.718,90 ","14.845,35 ","14.845,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.229,03 ","12.229,03 ","12.229,03 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","463.522,02 "
123.,93 ,OBČINA PODVELKA,"17.862,19 ","5.076,00 ","5.076,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.786,19 ","0,00 ","12.786,19 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.304.620,39 ","115.966,66 ","115.966,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.188.653,73 ","1.188.653,73 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","37.828,98 ","5.578,18 ","5.578,18 ","32.250,80 ","32.250,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","66.754,22 ","13.141,50 ","13.141,50 ","0,00 ","0,00 ","32.079,06 ","32.079,06 ","21.533,66 ","21.533,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","30.029,14 ","27.205,26 ","27.205,26 ","2.823,88 ","2.823,88 ","0,00 ","0,00 ","0,00 ","0,00 ","37.061,52 ","37.061,52 ","37.061,52 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.494.156,44 "
124.,200 ,OBČINA POLJČANE,"20.313,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.393,00 ","0,00 ","15.393,00 ","0,00 ","0,00 ","4.920,00 ","4.920,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.241.215,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.194.630,00 ","1.194.630,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","46.585,00 ","46.585,00 ","284.553,00 ","0,00 ","0,00 ","284.553,00 ","284.553,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","381.365,00 ","4.620,00 ","4.620,00 ","38.106,00 ","38.106,00 ","292.908,00 ","292.908,00 ","45.731,00 ","45.731,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","39.379,00 ","2.176,00 ","2.176,00 ","37.203,00 ","37.203,00 ","0,00 ","0,00 ","0,00 ","0,00 ","142.063,00 ","142.063,00 ","136.243,00 ","5.820,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.737,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.737,00 ","4.737,00 ","2.113.625,00 "
125.,173 ,OBČINA POLZELA,"274.026,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","274.026,09 ","0,00 ","274.026,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.426,80 ","1.426,80 ","1.426,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","152.628,68 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","125.876,08 ","125.876,08 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","26.752,60 ","26.752,60 ","22.537,92 ","0,00 ","0,00 ","22.537,92 ","22.537,92 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","110.379,20 ","10.980,00 ","10.980,00 ","97.064,79 ","97.064,79 ","0,00 ","0,00 ","2.334,41 ","2.334,41 ","18.341,18 ","0,00 ","0,00 ","18.341,18 ","18.341,18 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","658.859,76 ","854,29 ","854,29 ","658.005,47 ","658.005,47 ","0,00 ","0,00 ","0,00 ","0,00 ","1.020,00 ","1.020,00 ","0,00 ","1.020,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.239.219,63 "
126.,94 ,OBČINA POSTOJNA,"557.808,70 ","8.150,00 ","8.150,00 ","0,00 ","0,00 ","0,00 ","0,00 ","548.290,67 ","0,00 ","548.290,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.368,03 ","1.368,03 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.392.786,95 ","30.020,18 ","30.020,18 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.062.972,20 ","3.062.972,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","299.794,57 ","299.794,57 ","335.003,34 ","102.238,67 ","102.238,67 ","232.764,67 ","232.764,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","344.383,53 ","74.978,45 ","74.978,45 ","130.929,15 ","130.929,15 ","138.475,93 ","138.475,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.484.328,89 ","1.321.493,95 ","1.321.493,95 ","1.162.834,94 ","1.162.834,94 ","0,00 ","0,00 ","0,00 ","0,00 ","253.731,99 ","253.496,79 ","164.100,08 ","89.396,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","235,20 ","235,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.368.043,40 "
127.,174 ,OBČINA PREBOLD,"222.428,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","222.428,65 ","0,00 ","222.428,65 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.812,60 ","7.812,60 ","7.812,60 ","3.180,00 ","3.180,00 ","3.180,00 ","0,00 ","0,00 ","5.073.427,81 ","559,00 ","0,00 ","559,00 ","2.300,05 ","2.300,05 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.996.501,66 ","4.996.501,66 ","0,00 ","0,00 ","0,00 ","5.400,00 ","5.400,00 ","0,00 ","0,00 ","68.667,10 ","68.667,10 ","9.291,93 ","0,00 ","0,00 ","9.291,93 ","9.291,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","57.460,05 ","11.309,40 ","11.309,40 ","25.139,05 ","25.139,05 ","12.095,51 ","12.095,51 ","8.916,09 ","8.916,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.231,87 ","0,00 ","0,00 ","16.231,87 ","16.231,87 ","0,00 ","0,00 ","0,00 ","0,00 ","138.595,75 ","138.595,75 ","70,40 ","138.525,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.528.428,66 "
128.,95 ,OBČINA PREDDVOR,"94.044,13 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","94.044,13 ","0,00 ","94.044,13 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","242.121,87 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","90.495,29 ","0,00 ","0,00 ","90.495,29 ","144.368,49 ","144.368,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.258,09 ","7.258,09 ","0,00 ","0,00 ","405.493,84 ","0,00 ","0,00 ","405.493,84 ","405.493,84 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","117.855,02 ","8.040,00 ","8.040,00 ","93.268,02 ","93.268,02 ","16.547,00 ","16.547,00 ","0,00 ","0,00 ","436.340,00 ","0,00 ","0,00 ","436.340,00 ","436.340,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.451,71 ","9.474,95 ","9.474,95 ","5.976,76 ","5.976,76 ","0,00 ","0,00 ","0,00 ","0,00 ","28.579,04 ","28.579,04 ","3.600,00 ","24.979,04 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.339.885,61 "
129.,175 ,OBČINA PREVALJE,"66.640,06 ","3.609,92 ","3.609,92 ","0,00 ","0,00 ","0,00 ","0,00 ","63.030,14 ","0,00 ","63.030,14 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","412,80 ","412,80 ","412,80 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.012.206,21 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.011.711,21 ","1.011.711,21 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","495,00 ","495,00 ","26.353,93 ","26.353,93 ","26.353,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","43.645,47 ","0,00 ","0,00 ","31.111,20 ","31.111,20 ","0,00 ","0,00 ","12.534,27 ","12.534,27 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","703.748,65 ","185.381,15 ","185.381,15 ","518.367,50 ","518.367,50 ","0,00 ","0,00 ","0,00 ","0,00 ","94.674,09 ","94.674,09 ","0,00 ","94.674,09 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.947.681,21 "
130.,96 ,MESTNA OBČINA PTUJ,"1.247.305,86 ","387.771,42 ","387.771,42 ","0,00 ","0,00 ","0,00 ","0,00 ","859.534,44 ","0,00 ","859.534,44 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.081,74 ","1.081,74 ","1.081,74 ","0,00 ","0,00 ","2.542.617,85 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","41.100,69 ","0,00 ","41.100,69 ","0,00 ","2.275.852,57 ","2.218.860,49 ","56.992,08 ","0,00 ","0,00 ","0,00 ","0,00 ","3.463,84 ","3.463,84 ","222.200,75 ","222.200,75 ","74.426,22 ","0,00 ","0,00 ","74.426,22 ","74.426,22 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.870.361,31 ","0,00 ","0,00 ","3.732,00 ","3.732,00 ","1.866.629,31 ","1.866.629,31 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.279.882,77 ","629.099,71 ","629.099,71 ","650.783,06 ","650.783,06 ","0,00 ","0,00 ","0,00 ","0,00 ","684.518,52 ","684.518,52 ","31.372,17 ","653.146,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.700.194,27 "
131.,97 ,OBČINA PUCONCI,"39.387,98 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","39.387,98 ","0,00 ","39.387,98 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","868.822,04 ","607.777,67 ","607.777,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","163.500,35 ","163.500,35 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","97.544,02 ","97.544,02 ","271.310,83 ","0,00 ","0,00 ","271.310,83 ","271.310,83 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.134.133,10 ","7.943,40 ","7.943,40 ","16.656,00 ","16.656,00 ","1.106.861,26 ","1.106.861,26 ","2.672,44 ","2.672,44 ","26.926,53 ","0,00 ","0,00 ","26.926,53 ","26.926,53 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","31.163,89 ","0,00 ","0,00 ","31.163,89 ","31.163,89 ","0,00 ","0,00 ","0,00 ","0,00 ","50.760,00 ","50.760,00 ","0,00 ","50.760,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.422.504,37 "
132.,98 ,OBČINA RAČE-FRAM,"58.118,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","58.118,00 ","0,00 ","58.118,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.143.665,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","964.302,00 ","964.302,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","179.363,00 ","179.363,00 ","340.911,00 ","0,00 ","0,00 ","340.911,00 ","340.911,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","479.168,00 ","57.469,00 ","57.469,00 ","184.587,00 ","184.587,00 ","231.672,00 ","231.672,00 ","5.440,00 ","5.440,00 ","1.922,00 ","0,00 ","0,00 ","1.922,00 ","1.922,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","451.327,00 ","24.818,00 ","24.818,00 ","416.509,00 ","416.509,00 ","0,00 ","0,00 ","10.000,00 ","10.000,00 ","191.008,00 ","191.008,00 ","25.080,00 ","165.928,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.666.119,00 "
133.,99 ,OBČINA RADEČE,"82.167,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","58.849,00 ","0,00 ","58.849,00 ","0,00 ","0,00 ","4.000,00 ","4.000,00 ","0,00 ","0,00 ","19.318,00 ","19.318,00 ","652,00 ","652,00 ","652,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","883.749,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","777.500,00 ","777.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","106.249,00 ","106.249,00 ","0,00 ","0,00 ","1.218,00 ","0,00 ","0,00 ","1.218,00 ","1.218,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","54.329,00 ","49.019,00 ","49.019,00 ","5,00 ","5,00 ","0,00 ","0,00 ","5.305,00 ","5.305,00 ","52.937,00 ","0,00 ","0,00 ","52.937,00 ","52.937,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","177.494,00 ","43.449,00 ","43.449,00 ","134.045,00 ","134.045,00 ","0,00 ","0,00 ","0,00 ","0,00 ","76.638,00 ","76.638,00 ","28.762,00 ","47.876,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.100,00 ","3.100,00 ","3.100,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.332.284,00 "
134.,100 ,OBČINA RADENCI,"153.583,01 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","152.290,76 ","0,00 ","152.290,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.292,25 ","1.292,25 ","0,00 ","0,00 ","0,00 ","37.711,46 ","0,00 ","0,00 ","37.711,46 ","37.711,46 ","135.227,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","104.140,34 ","104.140,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","31.086,78 ","31.086,78 ","277.119,93 ","0,00 ","0,00 ","277.119,93 ","277.119,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","67.564,95 ","39.448,99 ","39.448,99 ","19.793,96 ","19.793,96 ","8.322,00 ","8.322,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","122.391,01 ","118.289,62 ","118.289,62 ","4.101,39 ","4.101,39 ","0,00 ","0,00 ","0,00 ","0,00 ","706.896,54 ","706.896,54 ","11.062,64 ","695.833,90 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.500.494,02 "
